nombre_mots,longueur_moyenne,longueur_minimale,longueur_maximale,distribution_longueur,complexité_shannon,redondance,proportion_0,proportion_1,entropie_des_caracteres,distance_de_hamming_moyenne,est_code
3,5.0,5,5,"[0, 0, 0, 0, 0, 3, 0, 0]",0.9709505944546686,0,0.4,0.6,0.9709505944546686,2.6666666666666665,True
10,3.6,1,7,"[0, 1, 4, 1, 0, 1, 2, 1]",0.964078764808229,8,0.3888888888888889,0.6111111111111112,0.964078764808229,3.688888888888889,False
8,3.625,2,7,"[0, 0, 4, 1, 0, 1, 1, 1]",0.8497511372532974,4,0.27586206896551724,0.7241379310344828,0.8497511372532974,3.107142857142857,False
10,4.6,2,7,"[0, 0, 1, 2, 2, 1, 3, 1]",1.0,6,0.5,0.5,1.0,3.7555555555555555,False
1,1.0,1,1,"[0, 1, 0, 0, 0, 0, 0, 0]",-0.0,0,0.0,1.0,-0.0,0.0,True
3,2.6666666666666665,2,3,"[0, 0, 1, 2, 0, 0, 0, 0]",0.954434002924965,1,0.625,0.375,0.954434002924965,1.6666666666666667,True
8,3.5,1,6,"[0, 1, 1, 3, 1, 0, 2, 0]",0.996316519558962,5,0.4642857142857143,0.5357142857142857,0.996316519558962,3.357142857142857,False
6,3.6666666666666665,2,7,"[0, 0, 2, 1, 2, 0, 0, 1]",0.9940302114769565,2,0.45454545454545453,0.5454545454545454,0.9940302114769565,3.3333333333333335,False
5,3.2,1,6,"[0, 2, 1, 0, 0, 0, 2, 0]",1.0,3,0.5,0.5,1.0,4.0,False
2,4.0,2,6,"[0, 0, 1, 0, 0, 0, 1, 0]",1.0,1,0.5,0.5,1.0,5.0,True
3,5.0,2,7,"[0, 0, 1, 0, 0, 0, 1, 1]",0.8366407419411672,1,0.7333333333333333,0.26666666666666666,0.8366407419411672,5.0,True
3,5.666666666666667,5,6,"[0, 0, 0, 0, 0, 1, 2, 0]",0.9366673818775626,0,0.35294117647058826,0.6470588235294118,0.9366673818775626,2.0,True
3,5.666666666666667,3,7,"[0, 0, 0, 1, 0, 0, 0, 2]",0.9774178175281716,0,0.5882352941176471,0.4117647058823529,0.9774178175281716,4.333333333333333,True
8,5.0,2,7,"[0, 0, 1, 1, 1, 1, 2, 2]",0.9709505944546686,5,0.6,0.4,0.9709505944546686,4.178571428571429,False
10,3.5,1,7,"[0, 5, 0, 0, 0, 1, 3, 1]",0.9275265884316759,5,0.6571428571428571,0.34285714285714286,0.9275265884316759,3.888888888888889,False
5,3.2,1,6,"[0, 2, 0, 1, 0, 1, 1, 0]",0.8960382325345574,2,0.3125,0.6875,0.8960382325345574,3.6,False
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",1.0,0,0.5,0.5,1.0,0.0,True
6,3.3333333333333335,1,7,"[0, 1, 1, 2, 1, 0, 0, 1]",0.9709505944546686,5,0.4,0.6,0.9709505944546686,3.4,False
3,2.6666666666666665,2,4,"[0, 0, 2, 0, 1, 0, 0, 0]",1.0,0,0.5,0.5,1.0,2.6666666666666665,True
7,2.5714285714285716,1,6,"[0, 4, 1, 0, 0, 0, 2, 0]",1.0,3,0.5,0.5,1.0,3.142857142857143,False
10,3.2,1,5,"[0, 1, 2, 2, 4, 1, 0, 0]",0.9886994082884974,7,0.4375,0.5625,0.9886994082884974,2.7111111111111112,False
7,3.2857142857142856,1,6,"[0, 2, 0, 2, 1, 1, 1, 0]",0.9321115676166747,5,0.34782608695652173,0.6521739130434783,0.9321115676166747,3.0952380952380953,False
6,6.166666666666667,5,7,"[0, 0, 0, 0, 0, 1, 3, 2]",0.9740248644357521,0,0.5945945945945946,0.40540540540540543,0.9740248644357521,3.6,True
3,5.333333333333333,3,7,"[0, 0, 0, 1, 0, 0, 1, 1]",0.8112781244591328,1,0.25,0.75,0.8112781244591328,4.333333333333333,False
9,3.2222222222222223,1,6,"[0, 1, 3, 2, 1, 0, 2, 0]",0.9575534837147482,7,0.6206896551724138,0.3793103448275862,0.9575534837147482,3.0833333333333335,False
1,5.0,5,5,"[0, 0, 0, 0, 0, 1, 0, 0]",0.9709505944546686,0,0.6,0.4,0.9709505944546686,0.0,True
8,3.25,2,4,"[0, 0, 2, 2, 4, 0, 0, 0]",0.9957274520849255,3,0.5384615384615384,0.46153846153846156,0.9957274520849255,2.5714285714285716,False
9,4.222222222222222,1,7,"[0, 1, 1, 2, 1, 1, 1, 2]",0.9819407868640977,6,0.42105263157894735,0.5789473684210527,0.9819407868640977,4.027777777777778,False
10,4.5,2,7,"[0, 0, 1, 2, 2, 2, 2, 1]",0.9564574047992594,6,0.6222222222222222,0.37777777777777777,0.9564574047992594,3.488888888888889,False
8,4.5,2,7,"[0, 0, 1, 2, 1, 1, 2, 1]",0.9910760598382222,4,0.4444444444444444,0.5555555555555556,0.9910760598382222,3.9642857142857144,False
9,3.888888888888889,1,7,"[0, 3, 0, 2, 0, 0, 2, 2]",0.9994110647387552,6,0.5142857142857142,0.4857142857142857,0.9994110647387552,4.166666666666667,False
4,4.25,1,7,"[0, 1, 0, 0, 1, 1, 0, 1]",0.9975025463691153,3,0.5294117647058824,0.47058823529411764,0.9975025463691153,5.0,True
9,4.555555555555555,1,7,"[0, 1, 2, 0, 1, 1, 1, 3]",0.9995708393473224,8,0.5121951219512195,0.4878048780487805,0.9995708393473224,4.611111111111111,False
3,3.6666666666666665,2,6,"[0, 0, 1, 1, 0, 0, 1, 0]",0.9456603046006401,1,0.36363636363636365,0.6363636363636364,0.9456603046006401,4.0,True
7,3.4285714285714284,1,7,"[0, 1, 3, 0, 0, 2, 0, 1]",0.9949848281859701,3,0.4583333333333333,0.5416666666666666,0.9949848281859701,3.7142857142857144,False
10,3.7,1,7,"[0, 1, 2, 1, 4, 0, 1, 1]",0.9952525494396791,8,0.4594594594594595,0.5405405405405406,0.9952525494396791,3.533333333333333,False
10,4.9,1,7,"[0, 1, 1, 2, 0, 0, 2, 4]",0.992476003943082,8,0.4489795918367347,0.5510204081632653,0.992476003943082,4.466666666666667,False
2,4.5,4,5,"[0, 0, 0, 0, 1, 1, 0, 0]",0.9910760598382222,0,0.5555555555555556,0.4444444444444444,0.9910760598382222,3.0,True
8,4.0,1,7,"[0, 2, 0, 2, 0, 2, 0, 2]",0.9886994082884974,6,0.4375,0.5625,0.9886994082884974,4.142857142857143,False
8,2.875,1,6,"[0, 2, 2, 1, 2, 0, 1, 0]",0.9986359641585718,5,0.5217391304347826,0.4782608695652174,0.9986359641585718,2.75,False
2,6.5,6,7,"[0, 0, 0, 0, 0, 0, 1, 1]",0.7793498372920851,0,0.23076923076923078,0.7692307692307693,0.7793498372920851,4.0,True
4,1.75,1,3,"[0, 2, 1, 1, 0, 0, 0, 0]",0.863120568566631,2,0.7142857142857143,0.2857142857142857,0.863120568566631,1.8333333333333333,False
2,3.5,3,4,"[0, 0, 0, 1, 1, 0, 0, 0]",0.863120568566631,0,0.2857142857142857,0.7142857142857143,0.863120568566631,3.0,True
6,4.333333333333333,2,7,"[0, 0, 2, 0, 1, 1, 1, 1]",0.9305861291319928,4,0.34615384615384615,0.6538461538461539,0.9305861291319928,3.6666666666666665,False
10,2.7,1,7,"[0, 4, 1, 3, 0, 1, 0, 1]",0.876716288999464,6,0.7037037037037037,0.2962962962962963,0.876716288999464,3.0,False
7,4.428571428571429,1,6,"[0, 1, 0, 1, 0, 3, 2, 0]",0.9811522341999133,6,0.5806451612903226,0.41935483870967744,0.9811522341999133,3.0,False
10,3.6,1,6,"[0, 1, 2, 1, 4, 0, 2, 0]",0.9182958340544896,8,0.3333333333333333,0.6666666666666666,0.9182958340544896,3.2,False
2,6.0,5,7,"[0, 0, 0, 0, 0, 1, 0, 1]",0.9798687566511528,0,0.5833333333333334,0.4166666666666667,0.9798687566511528,4.0,True
7,2.5714285714285716,1,5,"[0, 2, 2, 1, 1, 1, 0, 0]",0.9910760598382222,5,0.5555555555555556,0.4444444444444444,0.9910760598382222,2.7142857142857144,False
5,4.2,2,7,"[0, 0, 2, 0, 1, 0, 1, 1]",0.998363672593813,2,0.47619047619047616,0.5238095238095238,0.998363672593813,4.1,True
10,4.0,1,7,"[0, 1, 2, 2, 1, 1, 1, 2]",0.9097361225311662,8,0.325,0.675,0.9097361225311662,3.888888888888889,False
6,3.0,1,6,"[0, 1, 3, 0, 0, 1, 1, 0]",0.7642045065086203,3,0.2222222222222222,0.7777777777777778,0.7642045065086203,3.066666666666667,False
4,5.0,4,7,"[0, 0, 0, 0, 2, 1, 0, 1]",0.9709505944546686,0,0.4,0.6,0.9709505944546686,3.3333333333333335,True
5,3.2,1,7,"[0, 2, 0, 1, 1, 0, 0, 1]",0.954434002924965,3,0.375,0.625,0.954434002924965,3.1,True
2,5.5,5,6,"[0, 0, 0, 0, 0, 1, 1, 0]",0.9940302114769565,0,0.45454545454545453,0.5454545454545454,0.9940302114769565,3.0,True
2,7.0,7,7,"[0, 0, 0, 0, 0, 0, 0, 2]",0.9402859586706311,0,0.6428571428571429,0.35714285714285715,0.9402859586706311,5.0,True
10,4.9,3,7,"[0, 0, 0, 3, 2, 1, 1, 3]",0.9996995428565171,4,0.5102040816326531,0.4897959183673469,0.9996995428565171,4.0,False
3,3.6666666666666665,2,7,"[0, 0, 2, 0, 0, 0, 0, 1]",0.9940302114769565,1,0.45454545454545453,0.5454545454545454,0.9940302114769565,4.0,True
7,5.571428571428571,4,7,"[0, 0, 0, 0, 1, 2, 3, 1]",0.9881108365218301,1,0.4358974358974359,0.5641025641025641,0.9881108365218301,3.7142857142857144,True
8,5.75,1,7,"[0, 1, 0, 0, 0, 1, 2, 4]",0.9321115676166747,5,0.34782608695652173,0.6521739130434783,0.9321115676166747,4.392857142857143,False
4,3.5,1,5,"[0, 1, 0, 0, 2, 1, 0, 0]",1.0,2,0.5,0.5,1.0,3.5,True
1,7.0,7,7,"[0, 0, 0, 0, 0, 0, 0, 1]",0.863120568566631,0,0.2857142857142857,0.7142857142857143,0.863120568566631,0.0,True
3,3.3333333333333335,2,6,"[0, 0, 2, 0, 0, 0, 1, 0]",0.9709505944546686,1,0.4,0.6,0.9709505944546686,3.3333333333333335,False
3,2.0,1,4,"[0, 2, 0, 0, 1, 0, 0, 0]",0.9182958340544896,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,2.0,True
4,3.5,1,5,"[0, 1, 0, 0, 2, 1, 0, 0]",0.9852281360342515,2,0.5714285714285714,0.42857142857142855,0.9852281360342515,3.3333333333333335,False
5,3.6,1,7,"[0, 1, 1, 0, 2, 0, 0, 1]",0.9182958340544896,3,0.6666666666666666,0.3333333333333333,0.9182958340544896,3.6,False
10,4.1,1,7,"[0, 1, 1, 2, 2, 2, 0, 2]",0.9995708393473224,6,0.5121951219512195,0.4878048780487805,0.9995708393473224,3.7111111111111112,False
9,3.888888888888889,1,7,"[0, 2, 1, 2, 0, 0, 3, 1]",0.9946937953613058,6,0.45714285714285713,0.5428571428571428,0.9946937953613058,4.138888888888889,False
8,4.25,2,7,"[0, 0, 2, 1, 2, 1, 0, 2]",0.9899927915575186,4,0.4411764705882353,0.5588235294117647,0.9899927915575186,4.035714285714286,False
1,3.0,3,3,"[0, 0, 0, 1, 0, 0, 0, 0]",0.9182958340544896,0,0.6666666666666666,0.3333333333333333,0.9182958340544896,0.0,True
1,5.0,5,5,"[0, 0, 0, 0, 0, 1, 0, 0]",0.7219280948873623,0,0.2,0.8,0.7219280948873623,0.0,True
9,2.888888888888889,1,5,"[0, 3, 1, 2, 0, 3, 0, 0]",1.0,6,0.5,0.5,1.0,3.0555555555555554,False
8,4.25,1,7,"[0, 1, 1, 2, 1, 0, 0, 3]",1.0,7,0.5,0.5,1.0,4.214285714285714,False
2,6.0,5,7,"[0, 0, 0, 0, 0, 1, 0, 1]",0.8112781244591328,0,0.75,0.25,0.8112781244591328,5.0,True
2,3.0,2,4,"[0, 0, 1, 0, 1, 0, 0, 0]",0.9182958340544896,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,3.0,True
3,4.333333333333333,3,7,"[0, 0, 0, 2, 0, 0, 0, 1]",0.8904916402194913,1,0.3076923076923077,0.6923076923076923,0.8904916402194913,4.0,True
4,2.25,2,3,"[0, 0, 3, 1, 0, 0, 0, 0]",0.5032583347756457,1,0.1111111111111111,0.8888888888888888,0.5032583347756457,1.0,False
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",1.0,0,0.5,0.5,1.0,0.0,True
2,7.0,7,7,"[0, 0, 0, 0, 0, 0, 0, 2]",0.863120568566631,0,0.7142857142857143,0.2857142857142857,0.863120568566631,4.0,True
9,3.3333333333333335,1,7,"[0, 2, 2, 1, 2, 0, 1, 1]",0.9967916319816366,7,0.5333333333333333,0.4666666666666667,0.9967916319816366,3.638888888888889,False
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",1.0,0,0.5,0.5,1.0,0.0,True
8,2.75,1,7,"[0, 3, 2, 0, 2, 0, 0, 1]",0.9940302114769565,3,0.5454545454545454,0.45454545454545453,0.9940302114769565,3.142857142857143,False
8,4.875,1,7,"[0, 1, 0, 1, 1, 1, 2, 2]",0.9881108365218301,7,0.4358974358974359,0.5641025641025641,0.9881108365218301,3.4285714285714284,False
7,4.428571428571429,2,7,"[0, 0, 1, 2, 1, 1, 0, 2]",0.9932338197397066,4,0.5483870967741935,0.45161290322580644,0.9932338197397066,4.285714285714286,False
6,4.666666666666667,3,7,"[0, 0, 0, 2, 1, 1, 1, 1]",0.9852281360342515,2,0.42857142857142855,0.5714285714285714,0.9852281360342515,3.6,True
8,3.875,2,6,"[0, 0, 3, 1, 1, 0, 3, 0]",0.9992492479956565,5,0.4838709677419355,0.5161290322580645,0.9992492479956565,3.357142857142857,False
10,4.5,1,7,"[0, 1, 1, 1, 0, 4, 2, 1]",0.9564574047992594,7,0.6222222222222222,0.37777777777777777,0.9564574047992594,3.911111111111111,False
4,3.5,1,6,"[0, 2, 0, 0, 0, 0, 2, 0]",1.0,2,0.5,0.5,1.0,4.166666666666667,False
2,5.0,4,6,"[0, 0, 0, 0, 1, 0, 1, 0]",0.8812908992306927,0,0.7,0.3,0.8812908992306927,5.0,True
4,4.0,1,7,"[0, 1, 1, 0, 0, 0, 1, 1]",0.8960382325345574,2,0.6875,0.3125,0.8960382325345574,4.833333333333333,True
9,3.3333333333333335,1,7,"[0, 3, 0, 2, 2, 0, 1, 1]",0.9967916319816366,6,0.4666666666666667,0.5333333333333333,0.9967916319816366,3.5,False
4,4.75,1,7,"[0, 1, 0, 0, 1, 0, 0, 2]",0.9980008838722996,2,0.47368421052631576,0.5263157894736842,0.9980008838722996,5.166666666666667,True
10,3.3,1,6,"[0, 4, 0, 0, 2, 3, 1, 0]",0.9833761901392235,6,0.5757575757575758,0.42424242424242425,0.9833761901392235,3.422222222222222,False
10,3.9,1,7,"[0, 1, 2, 3, 0, 1, 1, 2]",0.999525689293649,9,0.48717948717948717,0.5128205128205128,0.999525689293649,3.8222222222222224,False
9,4.666666666666667,1,7,"[0, 1, 0, 1, 2, 2, 1, 2]",0.9736680645496201,7,0.5952380952380952,0.40476190476190477,0.9736680645496201,4.083333333333333,False
7,2.7142857142857144,1,6,"[0, 3, 1, 0, 2, 0, 1, 0]",0.9819407868640977,4,0.5789473684210527,0.42105263157894735,0.9819407868640977,3.1904761904761907,False
5,4.8,1,7,"[0, 1, 0, 0, 1, 1, 0, 2]",0.954434002924965,3,0.375,0.625,0.954434002924965,4.3,False
8,5.625,3,7,"[0, 0, 0, 1, 1, 1, 2, 3]",0.9564574047992594,5,0.6222222222222222,0.37777777777777777,0.9564574047992594,3.9642857142857144,False
3,3.0,1,6,"[0, 1, 1, 0, 0, 0, 1, 0]",0.9910760598382222,1,0.4444444444444444,0.5555555555555556,0.9910760598382222,4.0,True
6,2.8333333333333335,1,5,"[0, 2, 1, 1, 0, 2, 0, 0]",0.9975025463691153,4,0.5294117647058824,0.47058823529411764,0.9975025463691153,3.066666666666667,False
1,7.0,7,7,"[0, 0, 0, 0, 0, 0, 0, 1]",0.9852281360342515,0,0.42857142857142855,0.5714285714285714,0.9852281360342515,0.0,True
5,3.4,1,6,"[0, 1, 1, 1, 0, 1, 1, 0]",0.9774178175281716,4,0.4117647058823529,0.5882352941176471,0.9774178175281716,3.8,False
6,4.0,1,6,"[0, 1, 0, 1, 1, 2, 1, 0]",0.954434002924965,5,0.375,0.625,0.954434002924965,3.4,False
9,3.7777777777777777,1,7,"[0, 1, 1, 3, 2, 0, 0, 2]",1.0,8,0.5,0.5,1.0,3.5277777777777777,False
4,3.25,2,5,"[0, 0, 2, 0, 1, 1, 0, 0]",0.9957274520849255,2,0.5384615384615384,0.46153846153846156,0.9957274520849255,3.1666666666666665,True
4,1.75,1,3,"[0, 2, 1, 1, 0, 0, 0, 0]",0.5916727785823275,2,0.14285714285714285,0.8571428571428571,0.5916727785823275,1.3333333333333333,False
10,4.4,3,7,"[0, 0, 0, 4, 2, 1, 2, 1]",0.9940302114769565,4,0.5454545454545454,0.45454545454545453,0.9940302114769565,3.3333333333333335,False
8,5.375,3,7,"[0, 0, 0, 1, 2, 1, 1, 3]",0.999609836367807,3,0.4883720930232558,0.5116279069767442,0.999609836367807,4.071428571428571,False
9,5.0,2,6,"[0, 0, 1, 0, 1, 3, 4, 0]",0.9824740868386409,1,0.4222222222222222,0.5777777777777777,0.9824740868386409,3.4722222222222223,True
8,4.0,1,7,"[0, 2, 1, 1, 0, 1, 1, 2]",1.0,4,0.5,0.5,1.0,4.5,False
3,4.666666666666667,2,6,"[0, 0, 1, 0, 0, 0, 2, 0]",0.9402859586706311,2,0.6428571428571429,0.35714285714285715,0.9402859586706311,3.0,True
7,3.857142857142857,1,7,"[0, 2, 0, 0, 3, 0, 1, 1]",0.9990102708804813,3,0.48148148148148145,0.5185185185185185,0.9990102708804813,3.619047619047619,True
4,3.75,1,6,"[0, 1, 0, 0, 2, 0, 1, 0]",0.9709505944546686,2,0.6,0.4,0.9709505944546686,4.166666666666667,False
3,3.0,1,4,"[0, 1, 0, 0, 2, 0, 0, 0]",0.9182958340544896,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,3.0,True
1,2.0,2,2,"[0, 0, 1, 0, 0, 0, 0, 0]",-0.0,0,0.0,1.0,-0.0,0.0,True
10,4.1,1,7,"[0, 1, 1, 2, 2, 1, 2, 1]",0.9995708393473224,8,0.5121951219512195,0.4878048780487805,0.9995708393473224,3.933333333333333,False
9,4.111111111111111,1,7,"[0, 1, 1, 2, 0, 3, 1, 1]",0.9867867202680318,8,0.43243243243243246,0.5675675675675675,0.9867867202680318,3.7222222222222223,False
6,4.333333333333333,2,6,"[0, 0, 1, 0, 3, 0, 2, 0]",0.9612366047228759,3,0.6153846153846154,0.38461538461538464,0.9612366047228759,3.6666666666666665,True
5,3.8,1,7,"[0, 2, 0, 1, 0, 0, 0, 2]",0.9980008838722996,2,0.5263157894736842,0.47368421052631576,0.9980008838722996,4.6,True
5,4.4,1,7,"[0, 1, 0, 1, 0, 1, 1, 1]",0.9023932827949788,4,0.6818181818181818,0.3181818181818182,0.9023932827949788,4.2,False
4,5.5,2,7,"[0, 0, 1, 0, 0, 0, 1, 2]",1.0,1,0.5,0.5,1.0,4.833333333333333,True
9,4.444444444444445,1,7,"[0, 1, 1, 2, 0, 1, 2, 2]",0.9927744539878083,8,0.55,0.45,0.9927744539878083,4.277777777777778,False
5,3.0,1,5,"[0, 2, 0, 0, 2, 1, 0, 0]",0.9709505944546686,3,0.6,0.4,0.9709505944546686,3.2,False
4,5.25,2,7,"[0, 0, 1, 0, 0, 1, 0, 2]",0.9852281360342515,1,0.5714285714285714,0.42857142857142855,0.9852281360342515,5.0,False
9,6.222222222222222,5,7,"[0, 0, 0, 0, 0, 2, 3, 4]",0.9917033083725818,1,0.44642857142857145,0.5535714285714286,0.9917033083725818,3.7777777777777777,True
9,3.111111111111111,1,5,"[0, 2, 2, 0, 3, 2, 0, 0]",0.996316519558962,6,0.4642857142857143,0.5357142857142857,0.996316519558962,3.0,False
9,5.111111111111111,3,7,"[0, 0, 0, 1, 3, 2, 0, 3]",0.978070970973496,1,0.5869565217391305,0.41304347826086957,0.978070970973496,3.9722222222222223,True
7,5.142857142857143,1,7,"[0, 1, 0, 0, 0, 2, 3, 1]",0.964078764808229,4,0.3888888888888889,0.6111111111111112,0.964078764808229,4.142857142857143,True
4,3.25,3,4,"[0, 0, 0, 3, 1, 0, 0, 0]",0.9957274520849255,0,0.5384615384615384,0.46153846153846156,0.9957274520849255,2.3333333333333335,True
7,5.571428571428571,3,7,"[0, 0, 0, 1, 1, 0, 3, 2]",0.9881108365218301,2,0.4358974358974359,0.5641025641025641,0.9881108365218301,4.142857142857143,True
9,3.4444444444444446,1,7,"[0, 2, 1, 2, 1, 2, 0, 1]",0.9992492479956565,6,0.5161290322580645,0.4838709677419355,0.9992492479956565,3.6666666666666665,False
8,4.0,2,7,"[0, 0, 2, 0, 4, 1, 0, 1]",0.9971803988942642,3,0.46875,0.53125,0.9971803988942642,3.357142857142857,False
8,3.375,1,6,"[0, 1, 2, 2, 0, 2, 1, 0]",0.9509560484549725,7,0.37037037037037035,0.6296296296296297,0.9509560484549725,3.4285714285714284,False
8,3.875,1,7,"[0, 2, 2, 0, 0, 1, 1, 2]",0.9992492479956565,6,0.4838709677419355,0.5161290322580645,0.9992492479956565,4.464285714285714,False
9,4.222222222222222,1,7,"[0, 1, 1, 3, 0, 0, 2, 2]",0.9677884628267678,5,0.39473684210526316,0.6052631578947368,0.9677884628267678,4.138888888888889,False
2,4.0,2,6,"[0, 0, 1, 0, 0, 0, 1, 0]",1.0,1,0.5,0.5,1.0,4.0,True
8,4.125,2,7,"[0, 0, 2, 1, 1, 3, 0, 1]",0.9940302114769565,5,0.5454545454545454,0.45454545454545453,0.9940302114769565,3.392857142857143,False
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",1.0,0,0.5,0.5,1.0,0.0,True
6,3.8333333333333335,1,5,"[0, 1, 0, 1, 1, 3, 0, 0]",0.9656361333706098,3,0.391304347826087,0.6086956521739131,0.9656361333706098,3.3333333333333335,False
5,3.8,2,6,"[0, 0, 1, 2, 0, 1, 1, 0]",0.9980008838722996,4,0.5263157894736842,0.47368421052631576,0.9980008838722996,3.4,False
10,4.9,1,7,"[0, 1, 0, 2, 0, 2, 3, 2]",0.9972943816462347,7,0.46938775510204084,0.5306122448979592,0.9972943816462347,4.111111111111111,False
7,4.857142857142857,2,7,"[0, 0, 1, 1, 0, 2, 2, 1]",0.9596868937742169,4,0.6176470588235294,0.38235294117647056,0.9596868937742169,4.190476190476191,False
7,3.857142857142857,1,7,"[0, 2, 0, 0, 2, 2, 0, 1]",0.9990102708804813,5,0.48148148148148145,0.5185185185185185,0.9990102708804813,4.095238095238095,False
2,3.0,2,4,"[0, 0, 1, 0, 1, 0, 0, 0]",0.6500224216483541,1,0.16666666666666666,0.8333333333333334,0.6500224216483541,3.0,True
3,5.0,1,7,"[0, 1, 0, 0, 0, 0, 0, 2]",0.9709505944546686,2,0.4,0.6,0.9709505944546686,5.666666666666667,True
7,3.857142857142857,1,6,"[0, 2, 0, 1, 0, 2, 2, 0]",0.9910760598382222,5,0.5555555555555556,0.4444444444444444,0.9910760598382222,4.0,False
4,3.75,1,6,"[0, 1, 0, 0, 2, 0, 1, 0]",0.9709505944546686,1,0.6,0.4,0.9709505944546686,3.6666666666666665,True
8,4.625,2,7,"[0, 0, 2, 0, 1, 2, 2, 1]",0.9952525494396791,6,0.5405405405405406,0.4594594594594595,0.9952525494396791,4.142857142857143,False
6,1.6666666666666667,1,5,"[0, 5, 0, 0, 0, 1, 0, 0]",0.8812908992306927,1,0.7,0.3,0.8812908992306927,1.6666666666666667,False
8,3.625,1,7,"[0, 2, 1, 2, 0, 0, 2, 1]",0.9575534837147482,6,0.3793103448275862,0.6206896551724138,0.9575534837147482,4.0,False
3,3.3333333333333335,1,6,"[0, 1, 0, 1, 0, 0, 1, 0]",0.7219280948873623,2,0.2,0.8,0.7219280948873623,3.6666666666666665,False
2,6.5,6,7,"[0, 0, 0, 0, 0, 0, 1, 1]",0.9612366047228759,0,0.38461538461538464,0.6153846153846154,0.9612366047228759,3.0,True
1,5.0,5,5,"[0, 0, 0, 0, 0, 1, 0, 0]",0.9709505944546686,0,0.4,0.6,0.9709505944546686,0.0,True
7,5.142857142857143,1,7,"[0, 1, 0, 0, 1, 2, 0, 3]",0.997772472089982,4,0.5277777777777778,0.4722222222222222,0.997772472089982,4.619047619047619,False
5,4.2,2,7,"[0, 0, 1, 2, 0, 0, 1, 1]",0.998363672593813,1,0.47619047619047616,0.5238095238095238,0.998363672593813,4.2,True
9,4.333333333333333,1,7,"[0, 3, 0, 1, 0, 0, 2, 3]",0.97663491144401,6,0.5897435897435898,0.41025641025641024,0.97663491144401,4.666666666666667,False
4,6.0,5,7,"[0, 0, 0, 0, 0, 2, 0, 2]",0.9949848281859701,0,0.5416666666666666,0.4583333333333333,0.9949848281859701,4.166666666666667,True
7,3.857142857142857,2,7,"[0, 0, 2, 2, 0, 2, 0, 1]",0.876716288999464,4,0.2962962962962963,0.7037037037037037,0.876716288999464,3.142857142857143,False
9,4.555555555555555,1,7,"[0, 1, 0, 1, 1, 4, 1, 1]",0.9961344835095796,5,0.5365853658536586,0.4634146341463415,0.9961344835095796,3.9722222222222223,False
8,4.75,1,7,"[0, 1, 1, 1, 0, 0, 3, 2]",0.9677884628267678,7,0.6052631578947368,0.39473684210526316,0.9677884628267678,4.392857142857143,False
10,3.6,1,7,"[0, 2, 3, 0, 1, 1, 2, 1]",0.9910760598382222,8,0.5555555555555556,0.4444444444444444,0.9910760598382222,3.911111111111111,False
7,3.7142857142857144,1,7,"[0, 1, 0, 3, 1, 1, 0, 1]",0.9305861291319928,5,0.6538461538461539,0.34615384615384615,0.9305861291319928,3.4285714285714284,False
1,4.0,4,4,"[0, 0, 0, 0, 1, 0, 0, 0]",1.0,0,0.5,0.5,1.0,0.0,True
9,3.0,1,7,"[0, 4, 1, 0, 2, 0, 1, 1]",0.9990102708804813,5,0.48148148148148145,0.5185185185185185,0.9990102708804813,3.5277777777777777,False
2,2.0,1,3,"[0, 1, 0, 1, 0, 0, 0, 0]",1.0,0,0.5,0.5,1.0,3.0,True
9,4.444444444444445,1,7,"[0, 1, 0, 0, 4, 2, 1, 1]",0.99819587904281,6,0.525,0.475,0.99819587904281,3.5555555555555554,False
6,4.5,1,7,"[0, 1, 0, 1, 1, 1, 0, 2]",0.9990102708804813,4,0.5185185185185185,0.48148148148148145,0.9990102708804813,4.4,True
3,3.0,2,4,"[0, 0, 1, 1, 1, 0, 0, 0]",0.9182958340544896,1,0.6666666666666666,0.3333333333333333,0.9182958340544896,2.3333333333333335,True
5,3.4,1,6,"[0, 1, 2, 0, 0, 0, 2, 0]",0.9774178175281716,4,0.4117647058823529,0.5882352941176471,0.9774178175281716,3.7,False
7,4.285714285714286,1,7,"[0, 1, 0, 2, 1, 1, 0, 2]",0.9967916319816366,6,0.5333333333333333,0.4666666666666667,0.9967916319816366,3.9047619047619047,False
5,4.8,2,7,"[0, 0, 1, 0, 1, 1, 1, 1]",0.9949848281859701,2,0.5416666666666666,0.4583333333333333,0.9949848281859701,4.0,False
6,4.333333333333333,3,7,"[0, 0, 0, 2, 2, 1, 0, 1]",0.9828586897127056,2,0.5769230769230769,0.4230769230769231,0.9828586897127056,3.466666666666667,True
6,4.666666666666667,2,7,"[0, 0, 2, 0, 1, 0, 1, 2]",0.996316519558962,3,0.4642857142857143,0.5357142857142857,0.996316519558962,4.733333333333333,False
8,5.25,2,7,"[0, 0, 1, 0, 1, 2, 2, 2]",0.998363672593813,3,0.5238095238095238,0.47619047619047616,0.998363672593813,3.8214285714285716,False
